,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine_in_cc,Seats,Make,Model
652,Mahindra TUV 300 T8 AMT,599000,42032,Diesel,Automatic,2nd Owner,2016,1498,7 Seats,Mahindra,TUV 300 T8 AMT
653,Honda Mobilio S i-DTEC,436000,89653,Diesel,Manual,3rd Owner,2014,3198,7 Seats,Honda,Mobilio S i-DTEC
654,Ford Endeavour 3.2 Titanium AT 4X4,2650000,67000,Diesel,Automatic,1st Owner,2017,1373,7 Seats,Ford,Endeavour 3.2 Titanium AT 4X4
655,Maruti Ertiga VXI,625000,75765,Petrol,Manual,2nd Owner,2014,2354,7 Seats,Maruti,Ertiga VXI
656,Honda CR-V 2.4L 4WD AT,1250000,74007,Petrol,Automatic,1st Owner,2015,2179,5 Seats,Honda,CR-V 2.4L 4WD AT
657,Mahindra XUV500 W8 FWD,590000,63457,Diesel,Manual,2nd Owner,2013,1591,7 Seats,Mahindra,XUV500 W8 FWD
658,Hyundai Verna 1.6 VTVT AT S Option,625000,57000,Petrol,Automatic,2nd Owner,2016,1197,5 Seats,Hyundai,Verna 1.6 VTVT AT S Option
659,Maruti Ignis 1.2 Delta BSIV,375000,52217,Petrol,Manual,2nd Owner,2017,1451,5 Seats,Maruti,Ignis 1.2 Delta BSIV
660,MG Hector Sharp DCT,1595000,28000,Petrol,Automatic,1st Owner,2019,1497,5 Seats,MG,Hector Sharp DCT
661,Honda City 1.5 S AT,285000,69000,Petrol,Automatic,1st Owner,2009,2967,5 Seats,Honda,City 1.5 S AT
662,Audi Q7 45 TDI Quattro Technology,4650000,75000,Diesel,Automatic,1st Owner,2016,1498,7 Seats,Audi,Q7 45 TDI Quattro Technology
663,Volkswagen Polo 1.5 TDI Comfortline,393000,71033,Diesel,Manual,2nd Owner,2014,1248,5 Seats,Volkswagen,Polo 1.5 TDI Comfortline
664,Maruti Swift Vdi BSIII,199000,92860,Diesel,Manual,1st Owner,2008,1995,5 Seats,Maruti,Swift Vdi BSIII
665,BMW 3 Series 320d Sport Line,1495000,48000,Diesel,Automatic,1st Owner,2013,2967,5 Seats,BMW,3 Series 320d Sport Line
666,Audi Q7 3.0 TDI Quattro Premium Plus,2250000,76000,Diesel,Automatic,1st Owner,2013,1199,7 Seats,Audi,Q7 3.0 TDI Quattro Premium Plus
667,Tata Nexon XZA Plus (O) AMT,1115000,26000,Petrol,Automatic,1st Owner,2020,1373,5 Seats,Tata,Nexon XZA Plus (O) AMT
668,Maruti Ertiga BSIV VXI,699000,23000,Petrol,Manual,1st Owner,2016,1497,7 Seats,Maruti,Ertiga BSIV VXI
669,Honda City E,300000,77132,Petrol,Manual,1st Owner,2012,1498,5 Seats,Honda,City E
670,Skoda Rapid 1.5 TDI AT Elegance Plus,575000,52000,Diesel,Automatic,2nd Owner,2015,1197,5 Seats,Skoda,Rapid 1.5 TDI AT Elegance Plus
671,Hyundai Grand i10 Sportz,475000,30000,Petrol,Manual,1st Owner,2016,2179,5 Seats,Hyundai,Grand i10 Sportz
672,Mahindra Scorpio S10 7 Seater,1035000,58000,Diesel,Manual,1st Owner,2016,1896,7 Seats,Mahindra,Scorpio S10 7 Seater
673,Skoda New Laura L and K AT,135000,118971,Diesel,Automatic,2nd Owner,2008,1197,5 Seats,Skoda,New Laura L and K AT
674,Volkswagen Vento 1.2 TSI Comfortline AT,624000,51000,Petrol,Automatic,1st Owner,2016,1298,5 Seats,Volkswagen,Vento 1.2 TSI Comfortline AT
675,Maruti Esteem VX - BSII,59000,60000,Petrol,Manual,1st Owner,2007,1497,5 Seats,Maruti,Esteem VX - BSII
676,Honda City EXi,165000,103000,Petrol,Manual,3rd Owner,2008,1197,5 Seats,Honda,City EXi
677,Toyota Etios Liva G,349000,48150,Petrol,Manual,1st Owner,2014,1995,5 Seats,Toyota,Etios Liva G
678,BMW 3 Series 320d,2050000,65000,Diesel,Automatic,1st Owner,2017,1298,5 Seats,BMW,3 Series 320d
679,Maruti Swift 1.3 VXi,155000,78598,Petrol,Manual,3rd Owner,2008,1197,5 Seats,Maruti,Swift 1.3 VXi
680,Maruti Swift Dzire VXI,515000,53633,Petrol,Manual,1st Owner,2016,1796,5 Seats,Maruti,Swift Dzire VXI
681,Mercedes-Benz E-Class E 200 CGI Avantgarde,1511000,60000,Petrol,Automatic,1st Owner,2013,1498,5 Seats,Mercedes-Benz,E-Class E 200 CGI Avantgarde
682,Honda City ZX CVT,1490000,6701,Petrol,Automatic,1st Owner,2021,1591,5 Seats,Honda,City ZX CVT
683,Hyundai Creta 1.6 VTVT SX Plus,994999,36000,Petrol,Manual,1st Owner,2017,2982,5 Seats,Hyundai,Creta 1.6 VTVT SX Plus
684,Toyota Fortuner 4x2 AT,1950000,63000,Diesel,Automatic,1st Owner,2015,1798,7 Seats,Toyota,Fortuner 4x2 AT
685,Toyota Corolla Altis 1.8 G CVT,1000000,70000,Petrol,Automatic,1st Owner,2017,1598,5 Seats,Toyota,Corolla Altis 1.8 G CVT
686,Volkswagen Vento Petrol Highline AT,273000,71760,Petrol,Automatic,1st Owner,2010,998,5 Seats,Volkswagen,Vento Petrol Highline AT
687,Maruti Zen Estilo LXI BS IV,145000,41000,Petrol,Manual,1st Owner,2008,1968,5 Seats,Maruti,Zen Estilo LXI BS IV
688,Skoda Octavia Elegance 2.0 TDI AT,913000,84612,Diesel,Automatic,1st Owner,2014,2143,5 Seats,Skoda,Octavia Elegance 2.0 TDI AT
689,Mercedes-Benz E-Class E250 CDI Avantgarde,1864999,70000,Diesel,Automatic,1st Owner,2015,1248,5 Seats,Mercedes-Benz,E-Class E250 CDI Avantgarde
690,Maruti Ciaz VDI SHVS,593000,124183,Diesel,Manual,1st Owner,2017,1493,5 Seats,Maruti,Ciaz VDI SHVS
691,Mahindra TUV 300 T8,765000,33647,Diesel,Manual,1st Owner,2015,1248,7 Seats,Mahindra,TUV 300 T8
692,Maruti Swift VDI BSIV,434999,96000,Diesel,Manual,2nd Owner,2014,2143,5 Seats,Maruti,Swift VDI BSIV
693,Mercedes-Benz C-Class C 220 CDI Avantgarde,2925000,42000,Diesel,Automatic,1st Owner,2017,1451,5 Seats,Mercedes-Benz,C-Class C 220 CDI Avantgarde
694,MG Hector Sharp DCT,1725000,12800,Petrol,Automatic,1st Owner,2020,1197,5 Seats,MG,Hector Sharp DCT
695,Hyundai i10 Magna,200999,72504,Petrol,Manual,2nd Owner,2009,998,5 Seats,Hyundai,i10 Magna
696,Maruti Wagon R LXI CNG,341000,47756,Cng,Manual,1st Owner,2016,4461,5 Seats,Maruti,Wagon R LXI CNG
697,Toyota Land Cruiser VX,9500000,21000,Diesel,Automatic,1st Owner,2018,998,7 Seats,Toyota,Land Cruiser VX
698,Maruti Celerio VXI,390000,80425,Petrol,Manual,1st Owner,2015,796,5 Seats,Maruti,Celerio VXI
699,Maruti Alto LXi,140000,41643,Petrol,Manual,1st Owner,2008,1591,5 Seats,Maruti,Alto LXi
700,Hyundai Verna 1.6 SX VTVT,375000,37125,Petrol,Manual,1st Owner,2011,1497,5 Seats,Hyundai,Verna 1.6 SX VTVT
701,Honda City i VTEC V,570000,34511,Petrol,Manual,2nd Owner,2015,1591,5 Seats,Honda,City i VTEC V
702,Hyundai Verna 1.6 SX VTVT,352000,87013,Petrol,Manual,3rd Owner,2013,1497,5 Seats,Hyundai,Verna 1.6 SX VTVT
703,Honda City 1.5 S MT,271000,149232,Petrol,Manual,1st Owner,2010,1598,5 Seats,Honda,City 1.5 S MT
704,Volkswagen Vento Petrol Highline,254000,82145,Petrol,Manual,3rd Owner,2012,2184,5 Seats,Volkswagen,Vento Petrol Highline
705,Mahindra Thar AX Opt 4-Str Convert Top Diesel,1545000,28000,Diesel,Manual,1st Owner,2020,1364,4 Seats,Mahindra,Thar AX Opt 4-Str Convert Top Diesel
706,Toyota Etios Liva GD,282000,75805,Diesel,Manual,1st Owner,2011,1199,5 Seats,Toyota,Etios Liva GD
707,Tata Nexon XZA Plus (O) AMT,1215000,13093,Petrol,Automatic,1st Owner,2022,1497,5 Seats,Tata,Nexon XZA Plus (O) AMT
708,Honda City i VTEC S,399000,47330,Petrol,Manual,1st Owner,2013,1498,5 Seats,Honda,City i VTEC S
709,Renault Duster Petrol RXS CVT,881000,21000,Petrol,Automatic,1st Owner,2018,2755,5 Seats,Renault,Duster Petrol RXS CVT
710,Toyota Fortuner 2.8 2WD AT,2929000,59000,Diesel,Automatic,2nd Owner,2017,1199,7 Seats,Toyota,Fortuner 2.8 2WD AT
711,Honda Jazz 1.2 VX i VTEC,550000,48230,Petrol,Manual,1st Owner,2017,998,5 Seats,Honda,Jazz 1.2 VX i VTEC
712,Maruti Wagon R VXI,315000,69240,Petrol,Manual,1st Owner,2013,2184,5 Seats,Maruti,Wagon R VXI
713,Mahindra Thar LX 4-Str Convert Top Diesel AT,1739999,18000,Diesel,Automatic,1st Owner,2021,1497,4 Seats,Mahindra,Thar LX 4-Str Convert Top Diesel AT
714,Honda City i VTEC CVT VX,595000,79000,Petrol,Automatic,1st Owner,2014,1798,5 Seats,Honda,City i VTEC CVT VX
715,Toyota Corolla Altis G,350000,109100,Petrol,Manual,2nd Owner,2011,1373,5 Seats,Toyota,Corolla Altis G
716,Maruti Ertiga BSIV VXI,685000,33000,Petrol,Manual,1st Owner,2016,1197,7 Seats,Maruti,Ertiga BSIV VXI
717,Hyundai i20 Asta Opt,1000000,900,Petrol,Manual,1st Owner,2022,1591,5 Seats,Hyundai,i20 Asta Opt
718,Hyundai Creta 1.6 VTVT S,765000,49000,Petrol,Manual,1st Owner,2016,1497,5 Seats,Hyundai,Creta 1.6 VTVT S
719,Honda City i VTEC V,580000,55000,Petrol,Manual,1st Owner,2015,998,5 Seats,Honda,City i VTEC V
720,Maruti Baleno RS 1.0 Petrol,636000,17700,Petrol,Manual,2nd Owner,2017,3956,5 Seats,Maruti,Baleno RS 1.0 Petrol
721,Toyota prado VX A/T,1350000,90000,Petrol,Automatic,3rd Owner,2007,1061,8 Seats,Toyota,prado VX A/T
722,Maruti Wagon R LXI DUO BSIII,180000,55700,Lpg,Manual,3rd Owner,2009,1799,5 Seats,Maruti,Wagon R LXI DUO BSIII
723,Honda Civic 1.8 V AT,199000,102000,Petrol,Automatic,2nd Owner,2009,1497,5 Seats,Honda,Civic 1.8 V AT
724,Honda City 1.5 V MT,275000,101000,Petrol,Manual,1st Owner,2010,1995,5 Seats,Honda,City 1.5 V MT
725,BMW 5 Series 520d Luxury Line,2200000,72000,Diesel,Automatic,1st Owner,2015,1197,5 Seats,BMW,5 Series 520d Luxury Line
726,Hyundai Grand i10 Nios AMT Sportz,675000,39000,Petrol,Automatic,1st Owner,2020,998,5 Seats,Hyundai,Grand i10 Nios AMT Sportz
727,Maruti Wagon R CNG LXI,385000,72000,Cng,Manual,1st Owner,2015,1298,5 Seats,Maruti,Wagon R CNG LXI
728,Maruti Swift Dzire VXi,190000,91717,Petrol,Manual,2nd Owner,2009,1197,5 Seats,Maruti,Swift Dzire VXi
729,Maruti Wagon R VXI 1.2,331000,60000,Petrol,Manual,1st Owner,2015,1197,5 Seats,Maruti,Wagon R VXI 1.2
730,Maruti Swift VXI,317000,61828,Petrol,Manual,1st Owner,2013,998,5 Seats,Maruti,Swift VXI
731,Maruti Wagon R LXI BS IV,238000,98554,Petrol,Manual,1st Owner,2012,1373,5 Seats,Maruti,Wagon R LXI BS IV
732,Maruti Ertiga ZXI,462000,112696,Petrol,Manual,2nd Owner,2013,1968,7 Seats,Maruti,Ertiga ZXI
733,Audi A3 35 TDI Premium,2950000,11000,Diesel,Automatic,1st Owner,2017,1086,5 Seats,Audi,A3 35 TDI Premium
734,Hyundai Santro Xing GL,90000,80000,Petrol,Manual,2nd Owner,2008,2993,5 Seats,Hyundai,Santro Xing GL
735,BMW 7 Series 730Ld,2418000,9329,Diesel,Automatic,1st Owner,2013,1498,5 Seats,BMW,7 Series 730Ld
736,Skoda Rapid 1.5 TDI Style BSIV,666000,64419,Diesel,Manual,1st Owner,2017,2987,5 Seats,Skoda,Rapid 1.5 TDI Style BSIV
737,Mercedes-Benz M-Class ML 350 4Matic,2674000,68000,Diesel,Automatic,1st Owner,2013,1248,5 Seats,Mercedes-Benz,M-Class ML 350 4Matic
738,Maruti Swift Dzire VDI,563000,91892,Diesel,Manual,1st Owner,2016,1197,5 Seats,Maruti,Swift Dzire VDI
739,Hyundai i20 Asta 1.2,479000,50827,Petrol,Manual,2nd Owner,2015,1197,5 Seats,Hyundai,i20 Asta 1.2
740,Maruti Baleno 1.2 Alpha,553000,69167,Petrol,Manual,1st Owner,2015,1995,5 Seats,Maruti,Baleno 1.2 Alpha
741,BMW 5 Series 520d Luxury Line,6575000,7000,Diesel,Automatic,1st Owner,2021,998,5 Seats,BMW,5 Series 520d Luxury Line
742,Maruti Wagon R LXI CNG,400000,25000,Cng,Manual,2nd Owner,2018,995,5 Seats,Maruti,Wagon R LXI CNG
743,Chevrolet Spark 1.0 LT,99205,84489,Petrol,Manual,3rd Owner,2011,1493,5 Seats,Chevrolet,Spark 1.0 LT
744,Kia Seltos HTE D,1182000,35343,Diesel,Manual,1st Owner,2021,1995,5 Seats,Kia,Seltos HTE D
745,BMW 5 Series 520d Modern Line,2950000,41000,Diesel,Automatic,1st Owner,2017,998,5 Seats,BMW,5 Series 520d Modern Line
746,Maruti Wagon R VXI BS IV,236000,100527,Petrol,Manual,1st Owner,2012,0,5 Seats,Maruti,Wagon R VXI BS IV
747,Tata Nexon EV Prime XZ Plus,367000,54239,Electric,Automatic,1st Owner,2020,799,5 Seats,Tata,Nexon EV Prime XZ Plus
748,Renault KWID RXT Optional,313000,26457,Petrol,Manual,3rd Owner,2018,2967,5 Seats,Renault,KWID RXT Optional
749,Audi Q7 3.0 TDI Quattro Premium Plus,2174000,97000,Diesel,Automatic,2nd Owner,2014,1373,7 Seats,Audi,Q7 3.0 TDI Quattro Premium Plus
750,Maruti Ertiga VXI CNG,486000,67231,Cng,Manual,1st Owner,2014,1061,7 Seats,Maruti,Ertiga VXI CNG
751,Maruti Wagon R LXI Minor Duo LPG,121000,74228,Lpg,Manual,1st Owner,2008,998,5 Seats,Maruti,Wagon R LXI Minor Duo LPG
752,Maruti Celerio VXI CNG Optional BSIV,451000,55362,Cng,Manual,1st Owner,2017,1582,5 Seats,Maruti,Celerio VXI CNG Optional BSIV
753,Hyundai Creta 1.6 CRDi AT SX Plus,941000,58000,Diesel,Automatic,1st Owner,2015,1197,5 Seats,Hyundai,Creta 1.6 CRDi AT SX Plus
754,Hyundai i10 Magna AT,179000,80896,Petrol,Automatic,3rd Owner,2010,2184,5 Seats,Hyundai,i10 Magna AT
755,Mahindra Thar LX 4-Str Hard Top Diesel,1775000,36398,Diesel,Manual,1st Owner,2021,998,4 Seats,Mahindra,Thar LX 4-Str Hard Top Diesel
756,Maruti Wagon R LXI CNG,375000,50227,Cng,Manual,1st Owner,2014,2755,5 Seats,Maruti,Wagon R LXI CNG
757,Toyota Fortuner Legender 4x4 AT,4445000,31000,Diesel,Automatic,1st Owner,2021,1197,7 Seats,Toyota,Fortuner Legender 4x4 AT
758,Maruti Baleno 1.2 Alpha,695000,17359,Petrol,Manual,1st Owner,2016,999,5 Seats,Maruti,Baleno 1.2 Alpha
759,Skoda Slavia 1.0 TSI Ambition,1270000,2263,Petrol,Manual,1st Owner,2022,1497,5 Seats,Skoda,Slavia 1.0 TSI Ambition
760,Honda City i VTEC CVT VX,665000,81437,Petrol,Automatic,1st Owner,2014,2179,5 Seats,Honda,City i VTEC CVT VX
761,Jaguar XF 2.2 Litre Luxury,2474000,34000,Diesel,Automatic,1st Owner,2016,2143,5 Seats,Jaguar,XF 2.2 Litre Luxury
762,Mercedes-Benz E-Class E250 CDI Avantgrade,1925000,80228,Diesel,Automatic,2nd Owner,2014,1498,5 Seats,Mercedes-Benz,E-Class E250 CDI Avantgrade
763,Honda City i DTec V,715000,65911,Diesel,Manual,1st Owner,2016,1197,5 Seats,Honda,City i DTec V
764,Hyundai i20 Petrol CVT Asta,795000,39898,Petrol,Automatic,1st Owner,2018,2995,5 Seats,Hyundai,i20 Petrol CVT Asta
765,Audi S5 3.0 TFSIq Tiptronic,6500000,11000,Petrol,Automatic,1st Owner,2018,1498,4 Seats,Audi,S5 3.0 TFSIq Tiptronic
766,Mahindra Bolero B4,800000,25000,Diesel,Manual,1st Owner,2020,1197,7 Seats,Mahindra,Bolero B4
767,Maruti Swift VXI,675000,10218,Petrol,Manual,1st Owner,2019,1497,5 Seats,Maruti,Swift VXI
768,Honda City 1.5 S AT,305000,88119,Petrol,Automatic,2nd Owner,2009,1968,5 Seats,Honda,City 1.5 S AT
769,Audi A6 35 TDI,2185000,64000,Diesel,Automatic,2nd Owner,2017,1462,5 Seats,Audi,A6 35 TDI
770,Maruti Vitara Brezza ZXI Plus,1008000,14572,Petrol,Manual,1st Owner,2021,1461,5 Seats,Maruti,Vitara Brezza ZXI Plus
771,Nissan Sunny Diesel XL,421000,66512,Diesel,Manual,2nd Owner,2014,1591,5 Seats,Nissan,Sunny Diesel XL
772,Hyundai Verna 1.6 SX VTVT (O) AT,565000,66357,Petrol,Automatic,2nd Owner,2014,2967,5 Seats,Hyundai,Verna 1.6 SX VTVT (O) AT
773,Audi A6 3.0 TDI Quattro Premium Plus,1165000,60000,Diesel,Automatic,3rd Owner,2012,2494,5 Seats,Audi,A6 3.0 TDI Quattro Premium Plus
774,Toyota Innova 2.5 G4 Diesel 8-seater,566000,91865,Diesel,Manual,1st Owner,2011,1493,8 Seats,Toyota,Innova 2.5 G4 Diesel 8-seater
775,Kia Seltos HTX Plus D,1785000,31409,Diesel,Manual,1st Owner,2020,1586,5 Seats,Kia,Seltos HTX Plus D
776,Maruti SX4 Vxi BSIV,245000,76247,Petrol,Manual,1st Owner,2010,1950,5 Seats,Maruti,SX4 Vxi BSIV
777,Mercedes-Benz C-Class Progressive C 200,1911000,52000,Petrol,Automatic,1st Owner,2016,1497,5 Seats,Mercedes-Benz,C-Class Progressive C 200
778,Honda City V MT,361000,48267,Petrol,Manual,1st Owner,2011,1497,5 Seats,Honda,City V MT
779,Honda City i VTEC CVT VX,944999,31441,Petrol,Automatic,1st Owner,2017,1396,5 Seats,Honda,City i VTEC CVT VX
780,Hyundai i20 1.4 CRDi Asta,365000,59564,Diesel,Manual,1st Owner,2011,2354,5 Seats,Hyundai,i20 1.4 CRDi Asta
781,Honda CR-V 2.4L 4WD AT,840000,80000,Petrol,Automatic,2nd Owner,2014,1586,5 Seats,Honda,CR-V 2.4L 4WD AT
782,Maruti SX4 ZXI MT BSIV,285000,65115,Petrol,Manual,2nd Owner,2010,1199,5 Seats,Maruti,SX4 ZXI MT BSIV
783,Honda Jazz 1.2 SV i VTEC,465000,46149,Petrol,Manual,2nd Owner,2015,1497,5 Seats,Honda,Jazz 1.2 SV i VTEC
784,Honda City V MT,321000,65598,Petrol,Manual,1st Owner,2010,2143,5 Seats,Honda,City V MT
785,Mercedes-Benz GLC 220d 4MATIC Sport,3575000,72000,Diesel,Automatic,2nd Owner,2018,1461,5 Seats,Mercedes-Benz,GLC 220d 4MATIC Sport
786,Renault Duster 110PS Diesel RxL,565000,72350,Diesel,Manual,1st Owner,2014,1197,5 Seats,Renault,Duster 110PS Diesel RxL
787,Maruti Baleno 1.2 Zeta,725000,18959,Petrol,Manual,1st Owner,2018,1497,5 Seats,Maruti,Baleno 1.2 Zeta
788,Honda City V MT,421000,80078,Petrol,Manual,1st Owner,2013,1968,5 Seats,Honda,City V MT
789,Volkswagen Passat Diesel Highline 2.0 TDI,650000,58000,Diesel,Automatic,2nd Owner,2011,1591,5 Seats,Volkswagen,Passat Diesel Highline 2.0 TDI
790,Hyundai Verna 1.6 VTVT S,649000,49613,Petrol,Manual,1st Owner,2017,1461,5 Seats,Hyundai,Verna 1.6 VTVT S
791,Renault Duster 85PS Diesel RxS,830000,80002,Diesel,Manual,1st Owner,2019,1330,5 Seats,Renault,Duster 85PS Diesel RxS
792,Nissan Kicks 1.3 Turbo XV,980000,16194,Petrol,Manual,1st Owner,2020,1497,5 Seats,Nissan,Kicks 1.3 Turbo XV
793,Honda City ZX CVT,1235000,55617,Petrol,Automatic,1st Owner,2020,1497,5 Seats,Honda,City ZX CVT
794,Honda City i-VTEC VX,940000,38409,Petrol,Manual,1st Owner,2019,1198,5 Seats,Honda,City i-VTEC VX
795,Honda Brio VX AT,325000,68045,Petrol,Automatic,1st Owner,2014,1462,5 Seats,Honda,Brio VX AT
796,Maruti Ciaz Alpha BSIV,926000,7342,Petrol,Manual,1st Owner,2019,1497,5 Seats,Maruti,Ciaz Alpha BSIV
797,Honda City i-VTEC CVT ZX,944999,27914,Petrol,Automatic,1st Owner,2017,998,5 Seats,Honda,City i-VTEC CVT ZX
798,Hyundai Venue SX Plus Turbo DCT,1260000,8639,Petrol,Automatic,1st Owner,2021,998,5 Seats,Hyundai,Venue SX Plus Turbo DCT
799,Hyundai Venue SX Plus Turbo DCT,1185000,11069,Petrol,Automatic,1st Owner,2021,1497,5 Seats,Hyundai,Venue SX Plus Turbo DCT
800,Honda City i-VTEC CVT ZX,969000,73971,Petrol,Automatic,1st Owner,2018,1199,5 Seats,Honda,City i-VTEC CVT ZX
801,Honda Jazz 1.2 V i VTEC,515000,70379,Petrol,Manual,1st Owner,2017,998,5 Seats,Honda,Jazz 1.2 V i VTEC
802,Hyundai Venue SX Turbo,999000,19108,Petrol,Manual,1st Owner,2021,1591,5 Seats,Hyundai,Venue SX Turbo
803,Hyundai Verna VTVT 1.6 SX,899000,37842,Petrol,Manual,1st Owner,2018,2494,5 Seats,Hyundai,Verna VTVT 1.6 SX
804,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,225000,120000,Diesel,Manual,1st Owner,2007,1950,7 Seats,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII
805,Mercedes-Benz GLC 220d 4MATIC,5650000,24000,Diesel,Automatic,1st Owner,2020,1956,5 Seats,Mercedes-Benz,GLC 220d 4MATIC
806,Jeep Compass 2.0 Limited 4X4 Opt Diesel AT,2500000,35500,Diesel,Automatic,2nd Owner,2021,1991,5 Seats,Jeep,Compass 2.0 Limited 4X4 Opt Diesel AT
807,Mercedes-Benz GLC 200,6100000,15000,Petrol,Automatic,1st Owner,2021,1997,5 Seats,Mercedes-Benz,GLC 200
808,Jaguar F-Pace 2.0 R-Dynamic S Diesel,7400000,9900,Diesel,Automatic,1st Owner,2021,1998,5 Seats,Jaguar,F-Pace 2.0 R-Dynamic S Diesel
809,BMW X4 xDrive30i M Sport Silver Shadow Edition,7450000,7600,Petrol,Automatic,1st Owner,2022,1497,5 Seats,BMW,X4 xDrive30i M Sport Silver Shadow Edition
810,Honda City i-VTEC CVT ZX,890000,57826,Petrol,Automatic,2nd Owner,2017,1497,5 Seats,Honda,City i-VTEC CVT ZX
811,Tata Nexon 1.5 Revotorq XM,625000,91216,Diesel,Manual,1st Owner,2017,998,5 Seats,Tata,Nexon 1.5 Revotorq XM
812,Hyundai Venue SX Turbo,999000,13731,Petrol,Manual,1st Owner,2021,1497,5 Seats,Hyundai,Venue SX Turbo
813,Honda City i-VTEC V,750000,60477,Petrol,Manual,1st Owner,2017,1248,5 Seats,Honda,City i-VTEC V
814,Maruti Swift Dzire AMT ZDI,639000,105911,Diesel,Automatic,1st Owner,2017,1591,5 Seats,Maruti,Swift Dzire AMT ZDI
815,Hyundai Verna VTVT 1.6 SX,925000,18072,Petrol,Manual,2nd Owner,2019,1197,5 Seats,Hyundai,Verna VTVT 1.6 SX
816,Hyundai i20 1.2 Asta,699000,53608,Petrol,Manual,1st Owner,2018,1197,5 Seats,Hyundai,i20 1.2 Asta
817,Toyota Glanza G,799000,17790,Petrol,Manual,1st Owner,2021,1197,5 Seats,Toyota,Glanza G
818,Hyundai Grand i10 Nios Sportz,669000,24154,Petrol,Manual,1st Owner,2020,799,5 Seats,Hyundai,Grand i10 Nios Sportz
819,Renault KWID RXT,300000,24744,Petrol,Manual,1st Owner,2016,1197,5 Seats,Renault,KWID RXT
820,Hyundai Grand i10 Nios Magna Corp Edition,578000,38985,Petrol,Manual,2nd Owner,2020,1197,5 Seats,Hyundai,Grand i10 Nios Magna Corp Edition
821,Maruti Ritz VXi,328000,41050,Petrol,Manual,1st Owner,2014,998,5 Seats,Maruti,Ritz VXi
822,Maruti Alto K10 VXI,368000,61714,Petrol,Manual,1st Owner,2017,1462,5 Seats,Maruti,Alto K10 VXI
823,Maruti Vitara Brezza VXI,874000,20092,Petrol,Manual,1st Owner,2020,999,5 Seats,Maruti,Vitara Brezza VXI
824,Nissan Magnite XV Premium,676000,74811,Petrol,Manual,1st Owner,2021,1462,5 Seats,Nissan,Magnite XV Premium
825,Maruti Ertiga ZXI Plus,978999,8702,Petrol,Manual,1st Owner,2019,1199,7 Seats,Maruti,Ertiga ZXI Plus
826,Honda Amaze S Petrol BSIV,610000,34039,Petrol,Manual,1st Owner,2019,1497,5 Seats,Honda,Amaze S Petrol BSIV
827,Honda City i VTEC CVT VX,670000,98285,Petrol,Automatic,2nd Owner,2016,1956,5 Seats,Honda,City i VTEC CVT VX
828,Jeep Compass 2.0 Limited,1350000,72000,Diesel,Manual,1st Owner,2018,1197,5 Seats,Jeep,Compass 2.0 Limited
829,Hyundai Grand i10 Magna,480000,50000,Petrol,Manual,1st Owner,2020,1395,5 Seats,Hyundai,Grand i10 Magna
830,Audi Q3 30 TFSI Premium FWD,1955000,120000,Petrol,Automatic,1st Owner,2018,2179,5 Seats,Audi,Q3 30 TFSI Premium FWD
831,Mahindra XUV500 W7 BSIV,1074000,76813,Diesel,Manual,1st Owner,2018,2487,7 Seats,Mahindra,XUV500 W7 BSIV
832,Maruti Omni E 8 Str STD,125000,80000,Petrol,Manual,2nd Owner,2011,1950,5 Seats,Maruti,Omni E 8 Str STD
833,Toyota Camry Hybrid 2.5,4090000,20000,Petrol,Automatic,1st Owner,2019,2393,5 Seats,Toyota,Camry Hybrid 2.5
834,Mercedes-Benz C-Class Progressive C 220d,3900000,24000,Diesel,Automatic,2nd Owner,2020,1197,7 Seats,Mercedes-Benz,C-Class Progressive C 220d
835,Toyota Innova Crysta 2.4 G MT,1889999,43200,Diesel,Manual,1st Owner,2017,2143,5 Seats,Toyota,Innova Crysta 2.4 G MT
836,Hyundai i20 Magna Plus,650000,42000,Petrol,Manual,1st Owner,2020,1461,5 Seats,Hyundai,i20 Magna Plus
837,Mercedes-Benz GLE 250d,4400000,49000,Diesel,Automatic,1st Owner,2017,2184,5 Seats,Mercedes-Benz,GLE 250d
838,Mahindra Verito 1.5 D4 BSIII,180000,195000,Diesel,Manual,1st Owner,2013,1197,4 Seats,Mahindra,Verito 1.5 D4 BSIII
839,Mahindra Thar LX 4-Str Convert Top Diesel,1650000,12200,Diesel,Manual,1st Owner,2021,1950,5 Seats,Mahindra,Thar LX 4-Str Convert Top Diesel
840,Hyundai Aura SX,690000,23000,Petrol,Manual,1st Owner,2021,1582,5 Seats,Hyundai,Aura SX
841,Mercedes-Benz E-Class Expression E 220 d BSIV,5800000,17000,Diesel,Automatic,1st Owner,2020,1582,5 Seats,Mercedes-Benz,E-Class Expression E 220 d BSIV
842,Hyundai Creta 1.6 CRDi SX,844999,70000,Diesel,Manual,1st Owner,2015,1197,5 Seats,Hyundai,Creta 1.6 CRDi SX
843,Hyundai Creta 1.6 CRDi SX,925000,75000,Diesel,Manual,2nd Owner,2016,1995,5 Seats,Hyundai,Creta 1.6 CRDi SX
844,Maruti Swift VXI,610000,72521,Petrol,Manual,1st Owner,2018,1493,5 Seats,Maruti,Swift VXI
